TimePeriod,GeoType,GeoID,GeoRank,Geography,10th percentile ppb,90th percentile ppb,Mean ppb
Summer 2012,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),13.5,38.0,27.5
Summer 2012,CD,107,6,Upper West Side (CD7),15.9,29.6,22.6
Summer 2012,CD,108,6,Upper East Side (CD8),12.5,36.5,26.4
Summer 2012,CD,109,6,Morningside Heights and Hamilton Heights (CD9),10.3,16.4,13.3
Summer 2012,CD,110,6,Central Harlem (CD10),10.3,13.4,12.0
Summer 2012,CD,111,6,East Harlem (CD11),10.5,18.1,14.1
Summer 2012,CD,112,6,Washington Heights and Inwood (CD12),6.6,19.8,12.8
Summer 2012,CD,201,6,Mott Haven and Melrose (CD1),8.1,14.0,10.7
Summer 2012,CD,202,6,Hunts Point and Longwood (CD2),4.6,14.9,9.2
Summer 2012,CD,203,6,Morrisania and Crotona (CD3),7.1,12.0,9.6
Summer 2012,CD,204,6,Highbridge and Concourse (CD4),10.4,16.6,13.7
Summer 2012,CD,205,6,Fordham and University Heights (CD5),11.3,17.8,14.6
Summer 2012,CD,206,6,Belmont and East Tremont (CD6),8.1,15.3,11.2
Summer 2012,CD,207,6,Kingsbridge Heights and Bedford (CD7),9.0,15.1,12.0
Summer 2012,CD,208,6,Riverdale and Fieldston (CD8),3.0,13.5,7.0
Summer 2012,CD,209,6,Parkchester and Soundview (CD9),4.3,16.2,9.9
Summer 2012,CD,210,6,Throgs Neck and Co-op City (CD10),4.7,15.1,9.0
Summer 2012,CD,211,6,Morris Park and Bronxdale (CD11),4.8,11.1,7.6
Summer 2012,CD,212,6,Williamsbridge and Baychester (CD12),4.1,10.3,6.9
Summer 2012,CD,301,6,Greenpoint and Williamsburg (CD1),6.7,14.8,10.0
Summer 2012,CD,302,6,Fort Greene and Brooklyn Heights (CD2),8.0,18.5,12.9
Summer 2012,CD,303,6,Bedford Stuyvesant (CD3),7.0,11.2,8.8
Summer 2012,CD,304,6,Bushwick (CD4),7.0,9.4,8.3
Summer 2012,CD,305,6,East New York and Starrett City (CD5),6.3,13.5,9.2
Summer 2012,CD,306,6,Park Slope and Carroll Gardens (CD6),5.6,14.5,9.8
Summer 2012,CD,307,6,Sunset Park (CD7),5.1,14.3,9.4
Summer 2012,CD,308,6,Crown Heights and Prospect Heights (CD8),8.7,12.3,10.2
Summer 2012,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),8.5,12.7,10.7
Summer 2012,CD,310,6,Bay Ridge and Dyker Heights (CD10),5.8,14.0,9.1
Summer 2012,CD,311,6,Bensonhurst (CD11),7.0,10.4,8.7
Summer 2012,CD,312,6,Borough Park (CD12),7.1,10.8,8.7
Summer 2012,CD,313,6,Coney Island (CD13),6.4,10.8,8.2
Summer 2012,CD,314,6,Flatbush and Midwood (CD14),8.5,13.6,10.7
Summer 2012,CD,315,6,Sheepshead Bay (CD15),7.3,11.5,9.1
Summer 2012,CD,316,6,Brownsville (CD16),7.2,11.0,8.9
Summer 2012,CD,317,6,East Flatbush (CD17),6.7,13.5,10.0
Summer 2012,CD,318,6,Flatlands and Canarsie (CD18),6.6,10.2,8.0
Summer 2012,CD,401,6,Long Island City and Astoria (CD1),4.3,10.7,7.5
Summer 2012,CD,402,6,Woodside and Sunnyside (CD2),7.1,13.0,10.1
Summer 2012,CD,403,6,Jackson Heights (CD3),5.6,12.1,8.4
Summer 2012,CD,404,6,Elmhurst and Corona (CD4),6.9,14.0,10.2
Summer 2012,CD,405,6,Ridgewood and Maspeth (CD5),5.7,10.7,8.0
Summer 2012,CD,406,6,Rego Park and Forest Hills (CD6),7.6,15.4,11.3
Summer 2012,CD,407,6,Flushing and Whitestone (CD7),5.2,12.4,8.1
Summer 2012,CD,408,6,Hillcrest and Fresh Meadows (CD8),7.2,12.5,9.5
Summer 2012,CD,409,6,Kew Gardens and Woodhaven (CD9),7.0,12.4,9.3
Summer 2012,CD,410,6,South Ozone Park and Howard Beach (CD10),6.7,11.8,8.7
Summer 2012,CD,411,6,Bayside and Little Neck (CD11),6.1,12.7,8.9
Summer 2012,CD,412,6,Jamaica and Hollis (CD12),7.4,12.0,9.4
Summer 2012,CD,413,6,Queens Village (CD13),7.5,10.4,8.8
Summer 2012,CD,414,6,Rockaway and Broad Channel (CD14),7.2,10.2,8.9
Summer 2012,CD,501,6,St. George and Stapleton (CD1),3.8,9.0,6.2
Summer 2012,CD,502,6,South Beach and Willowbrook (CD2),3.5,8.0,5.6
Summer 2012,CD,503,6,Tottenville and Great Kills (CD3),4.4,7.1,5.7
Summer 2012,UHF42,101,4,Kingsbridge - Riverdale,2.9,14.0,7.2
Summer 2012,UHF42,102,4,Northeast Bronx,4.3,12.3,7.5
Summer 2012,UHF42,103,4,Fordham - Bronx Pk,5.2,14.5,9.8
Summer 2012,UHF42,104,4,Pelham - Throgs Neck,4.6,14.7,9.0
Summer 2012,UHF42,105,4,Crotona -Tremont,8.4,17.0,12.6
Summer 2012,UHF42,106,4,High Bridge - Morrisania,8.9,15.8,12.4
Summer 2012,UHF42,107,4,Hunts Point - Mott Haven,4.5,13.9,9.1
Summer 2012,UHF42,201,4,Greenpoint,6.7,15.7,10.3
Summer 2012,UHF42,202,4,Downtown - Heights - Slope,6.1,16.8,11.5
Summer 2012,UHF42,203,4,Bedford Stuyvesant - Crown Heights,7.3,11.7,9.4
Summer 2012,UHF42,204,4,East New York,6.4,13.5,9.3
Summer 2012,UHF42,205,4,Sunset Park,5.1,14.3,9.1
Summer 2012,UHF42,206,4,Borough Park,7.4,11.4,9.2
Summer 2012,UHF42,207,4,East Flatbush - Flatbush,7.4,13.5,10.4
Summer 2012,UHF42,208,4,Canarsie - Flatlands,6.6,10.1,8.0
Summer 2012,UHF42,209,4,Bensonhurst - Bay Ridge,6.0,11.9,8.7
Summer 2012,UHF42,210,4,Coney Island - Sheepshead Bay,6.9,11.1,8.8
Summer 2012,UHF42,211,4,Williamsburg - Bushwick,7.0,10.2,8.6
Summer 2012,UHF42,301,4,Washington Heights,7.3,18.8,13.0
Summer 2012,UHF42,302,4,Central Harlem - Morningside Heights,10.3,13.8,12.2
Summer 2012,UHF42,303,4,East Harlem,10.3,18.5,14.3
Summer 2012,UHF42,304,4,Upper West Side,15.1,29.4,22.2
Summer 2012,UHF42,305,4,Upper East Side,12.3,36.5,26.4
Summer 2012,UHF42,306,4,Chelsea - Clinton,13.2,36.5,25.5
Summer 2012,UHF42,307,4,Gramercy Park - Murray Hill,21.2,39.1,30.9
Summer 2012,UHF42,308,4,Greenwich Village - SoHo,15.6,27.8,22.9
Summer 2012,UHF42,309,4,Union Square - Lower East Side,9.5,28.7,18.6
Summer 2012,UHF42,310,4,Lower Manhattan,14.1,23.6,19.0
Summer 2012,UHF42,401,4,Long Island City - Astoria,6.3,12.0,9.0
Summer 2012,UHF42,402,4,West Queens,6.2,12.9,9.3
Summer 2012,UHF42,403,4,Flushing - Clearview,5.3,12.1,8.0
Summer 2012,UHF42,404,4,Bayside - Little Neck,6.1,13.6,9.2
Summer 2012,UHF42,405,4,Ridgewood - Forest Hills,5.8,13.3,8.9
Summer 2012,UHF42,406,4,Fresh Meadows,6.4,12.4,9.2
Summer 2012,UHF42,407,4,Southwest Queens,6.8,12.0,8.9
Summer 2012,UHF42,408,4,Jamaica,7.4,12.2,9.5
Summer 2012,UHF42,409,4,Southeast Queens,7.6,10.3,8.8
Summer 2012,UHF42,410,4,Rockaways,7.4,10.2,9.0
Summer 2012,UHF42,501,4,Port Richmond,3.2,6.9,5.1
Summer 2012,UHF42,502,4,Stapleton - St. George,4.5,9.2,6.6
Summer 2012,UHF42,503,4,Willowbrook,3.4,9.1,5.5
Summer 2012,UHF42,504,4,South Beach - Tottenville,4.4,7.2,5.7
Summer 2012,UHF34,101,3,Kingsbridge - Riverdale,2.9,14.0,7.2
Summer 2012,UHF34,102,3,Northeast Bronx,4.3,12.3,7.5
Summer 2012,UHF34,103,3,Fordham - Bronx Pk,5.2,14.5,9.8
Summer 2012,UHF34,104,3,Pelham - Throgs Neck,4.6,14.7,9.0
Summer 2012,UHF34,201,3,Greenpoint,6.7,15.7,10.3
Summer 2012,UHF34,202,3,Downtown - Heights - Slope,6.1,16.8,11.5
Summer 2012,UHF34,203,3,Bedford Stuyvesant - Crown Heights,7.3,11.7,9.4
Summer 2012,UHF34,204,3,East New York,6.4,13.5,9.3
Summer 2012,UHF34,205,3,Sunset Park,5.1,14.3,9.1
Summer 2012,UHF34,206,3,Borough Park,7.4,11.4,9.2
Summer 2012,UHF34,207,3,East Flatbush - Flatbush,7.4,13.5,10.4
Summer 2012,UHF34,208,3,Canarsie - Flatlands,6.6,10.1,8.0
Summer 2012,UHF34,209,3,Bensonhurst - Bay Ridge,6.0,11.9,8.7
Summer 2012,UHF34,210,3,Coney Island - Sheepshead Bay,6.9,11.1,8.8
Summer 2012,UHF34,211,3,Williamsburg - Bushwick,7.0,10.2,8.6
Summer 2012,UHF34,301,3,Washington Heights,7.3,18.8,13.0
Summer 2012,UHF34,302,3,Central Harlem - Morningside Heights,10.3,13.8,12.2
Summer 2012,UHF34,303,3,East Harlem,10.3,18.5,14.3
Summer 2012,UHF34,304,3,Upper West Side,15.1,29.4,22.2
Summer 2012,UHF34,401,3,Long Island City - Astoria,6.3,12.0,9.0
Summer 2012,UHF34,402,3,West Queens,6.2,12.9,9.3
Summer 2012,UHF34,403,3,Flushing - Clearview,5.3,12.0,8.0
Summer 2012,UHF34,405,3,Ridgewood - Forest Hills,5.8,13.3,8.9
Summer 2012,UHF34,407,3,Southwest Queens,6.8,12.0,8.9
Summer 2012,UHF34,408,3,Jamaica,7.4,12.2,9.5
Summer 2012,UHF34,409,3,Southeast Queens,7.6,10.3,8.8
Summer 2012,UHF34,410,3,Rockaways,7.4,10.2,9.0
Summer 2012,UHF34,305307,3,Upper East Side-Gramercy,16.3,37.8,28.5
Summer 2012,UHF34,306308,3,Chelsea-Village  ,14.3,34.9,24.6
Summer 2012,UHF34,309310,3,Union Square-Lower Manhattan,10.1,27.8,18.7
Summer 2012,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,6.3,13.0,9.2
Summer 2012,UHF34,501502,3,Northern SI,4.0,8.4,6.1
Summer 2012,UHF34,503504,3,Southern SI,3.8,7.7,5.6
Summer 2012,UHF34,105106107,3,South Bronx,5.7,15.8,11.1
Summer 2012,Borough,1,1,Bronx,4.6,15.0,9.3
Summer 2012,Borough,2,1,Brooklyn,6.6,12.8,9.3
Summer 2012,Borough,3,1,Manhattan,10.4,32.5,20.0
Summer 2012,Borough,4,1,Queens,6.3,12.0,8.9
Summer 2012,Borough,5,1,Staten Island,3.9,7.9,5.8
Summer 2012,Citywide,1,0,New York City,5.0,13.9,9.2
Winter 2011-12,CD,101,6,Financial District (CD1),33.8,49.0,40.9
Winter 2011-12,CD,102,6,Greenwich Village and Soho (CD2),38.9,58.9,51.1
Winter 2011-12,CD,103,6,Lower East Side and Chinatown (CD3),28.7,55.2,41.0
Winter 2011-12,CD,104,6,Clinton and Chelsea (CD4),31.3,59.3,45.1
Winter 2011-12,CD,105,6,Midtown (CD5),48.4,66.3,57.7
Winter 2011-12,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),33.7,61.8,50.5
Winter 2011-12,CD,107,6,Upper West Side (CD7),37.6,57.6,47.0
Winter 2011-12,CD,108,6,Upper East Side (CD8),31.9,66.6,52.0
Winter 2011-12,CD,109,6,Morningside Heights and Hamilton Heights (CD9),31.3,40.2,35.5
Winter 2011-12,CD,110,6,Central Harlem (CD10),31.7,37.3,34.8
Winter 2011-12,CD,111,6,East Harlem (CD11),30.9,40.3,35.5
Winter 2011-12,CD,112,6,Washington Heights and Inwood (CD12),26.1,41.6,33.7
Winter 2011-12,CD,201,6,Mott Haven and Melrose (CD1),28.0,34.5,30.9
Winter 2011-12,CD,202,6,Hunts Point and Longwood (CD2),23.0,35.2,28.8
Winter 2011-12,CD,203,6,Morrisania and Crotona (CD3),26.8,32.7,29.7
Winter 2011-12,CD,204,6,Highbridge and Concourse (CD4),30.1,37.7,34.2
Winter 2011-12,CD,205,6,Fordham and University Heights (CD5),31.1,38.9,35.5
Winter 2011-12,CD,206,6,Belmont and East Tremont (CD6),27.6,35.2,31.3
Winter 2011-12,CD,207,6,Kingsbridge Heights and Bedford (CD7),28.3,36.2,32.2
Winter 2011-12,CD,208,6,Riverdale and Fieldston (CD8),21.4,33.3,26.0
Winter 2011-12,CD,209,6,Parkchester and Soundview (CD9),22.5,35.0,28.5
Winter 2011-12,CD,210,6,Throgs Neck and Co-op City (CD10),22.2,32.9,26.8
Winter 2011-12,CD,211,6,Morris Park and Bronxdale (CD11),22.6,30.0,25.9
Winter 2011-12,CD,212,6,Williamsbridge and Baychester (CD12),21.9,28.4,25.0
Winter 2011-12,CD,301,6,Greenpoint and Williamsburg (CD1),26.0,34.9,30.0
Winter 2011-12,CD,302,6,Fort Greene and Brooklyn Heights (CD2),26.6,38.9,32.0
Winter 2011-12,CD,303,6,Bedford Stuyvesant (CD3),25.8,30.5,27.8
Winter 2011-12,CD,304,6,Bushwick (CD4),25.5,31.0,28.2
Winter 2011-12,CD,305,6,East New York and Starrett City (CD5),23.3,30.9,26.6
Winter 2011-12,CD,306,6,Park Slope and Carroll Gardens (CD6),22.4,32.8,27.9
Winter 2011-12,CD,307,6,Sunset Park (CD7),20.6,31.3,25.9
Winter 2011-12,CD,308,6,Crown Heights and Prospect Heights (CD8),27.2,32.8,29.8
Winter 2011-12,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),25.4,31.3,28.7
Winter 2011-12,CD,310,6,Bay Ridge and Dyker Heights (CD10),19.5,29.1,23.7
Winter 2011-12,CD,311,6,Bensonhurst (CD11),20.4,24.8,22.6
Winter 2011-12,CD,312,6,Borough Park (CD12),21.9,26.8,24.1
Winter 2011-12,CD,313,6,Coney Island (CD13),18.1,23.6,20.4
Winter 2011-12,CD,314,6,Flatbush and Midwood (CD14),23.4,31.2,26.7
Winter 2011-12,CD,315,6,Sheepshead Bay (CD15),19.6,25.3,22.3
Winter 2011-12,CD,316,6,Brownsville (CD16),24.4,29.1,26.8
Winter 2011-12,CD,317,6,East Flatbush (CD17),22.4,31.0,26.7
Winter 2011-12,CD,318,6,Flatlands and Canarsie (CD18),20.4,25.4,22.7
Winter 2011-12,CD,401,6,Long Island City and Astoria (CD1),22.9,32.6,27.7
Winter 2011-12,CD,402,6,Woodside and Sunnyside (CD2),26.2,33.4,30.0
Winter 2011-12,CD,403,6,Jackson Heights (CD3),24.4,33.1,28.0
Winter 2011-12,CD,404,6,Elmhurst and Corona (CD4),26.1,33.8,29.8
Winter 2011-12,CD,405,6,Ridgewood and Maspeth (CD5),23.8,30.5,26.9
Winter 2011-12,CD,406,6,Rego Park and Forest Hills (CD6),26.2,35.0,30.4
Winter 2011-12,CD,407,6,Flushing and Whitestone (CD7),23.3,31.4,26.5
Winter 2011-12,CD,408,6,Hillcrest and Fresh Meadows (CD8),24.8,30.7,27.5
Winter 2011-12,CD,409,6,Kew Gardens and Woodhaven (CD9),25.0,30.7,27.6
Winter 2011-12,CD,410,6,South Ozone Park and Howard Beach (CD10),23.2,28.9,25.7
Winter 2011-12,CD,411,6,Bayside and Little Neck (CD11),23.5,30.2,26.3
Winter 2011-12,CD,412,6,Jamaica and Hollis (CD12),24.4,29.7,26.6
Winter 2011-12,CD,413,6,Queens Village (CD13),23.7,26.8,25.1
Winter 2011-12,CD,414,6,Rockaway and Broad Channel (CD14),18.4,23.8,22.0
Winter 2011-12,CD,501,6,St. George and Stapleton (CD1),17.2,22.4,19.7
Winter 2011-12,CD,502,6,South Beach and Willowbrook (CD2),15.7,20.5,17.7
Winter 2011-12,CD,503,6,Tottenville and Great Kills (CD3),14.4,17.6,15.9
Winter 2011-12,UHF42,101,4,Kingsbridge - Riverdale,21.4,33.6,26.1
Winter 2011-12,UHF42,102,4,Northeast Bronx,22.1,29.9,25.3
Winter 2011-12,UHF42,103,4,Fordham - Bronx Pk,23.5,35.5,29.4
Winter 2011-12,UHF42,104,4,Pelham - Throgs Neck,22.4,33.3,27.2
Winter 2011-12,UHF42,105,4,Crotona -Tremont,27.9,37.6,32.7
Winter 2011-12,UHF42,106,4,High Bridge - Morrisania,29.0,36.9,32.9
Winter 2011-12,UHF42,107,4,Hunts Point - Mott Haven,22.9,34.5,28.8
Winter 2011-12,UHF42,201,4,Greenpoint,25.8,35.7,30.4
Winter 2011-12,UHF42,202,4,Downtown - Heights - Slope,23.6,37.0,30.0
Winter 2011-12,UHF42,203,4,Bedford Stuyvesant - Crown Heights,25.3,31.1,28.1
Winter 2011-12,UHF42,204,4,East New York,23.8,30.9,27.0
Winter 2011-12,UHF42,205,4,Sunset Park,20.4,31.2,25.3
Winter 2011-12,UHF42,206,4,Borough Park,22.1,27.1,24.5
Winter 2011-12,UHF42,207,4,East Flatbush - Flatbush,22.7,31.3,27.0
Winter 2011-12,UHF42,208,4,Canarsie - Flatlands,20.5,25.5,22.8
Winter 2011-12,UHF42,209,4,Bensonhurst - Bay Ridge,19.4,26.7,22.6
Winter 2011-12,UHF42,210,4,Coney Island - Sheepshead Bay,19.0,24.7,21.7
Winter 2011-12,UHF42,211,4,Williamsburg - Bushwick,26.2,31.0,28.4
Winter 2011-12,UHF42,301,4,Washington Heights,26.7,41.2,34.2
Winter 2011-12,UHF42,302,4,Central Harlem - Morningside Heights,31.4,37.1,34.5
Winter 2011-12,UHF42,303,4,East Harlem,30.7,40.9,35.8
Winter 2011-12,UHF42,304,4,Upper West Side,36.9,57.4,46.5
Winter 2011-12,UHF42,305,4,Upper East Side,31.5,66.7,51.9
Winter 2011-12,UHF42,306,4,Chelsea - Clinton,33.5,63.4,49.9
Winter 2011-12,UHF42,307,4,Gramercy Park - Murray Hill,42.6,64.2,54.5
Winter 2011-12,UHF42,308,4,Greenwich Village - SoHo,37.9,58.7,49.3
Winter 2011-12,UHF42,309,4,Union Square - Lower East Side,28.9,56.0,42.6
Winter 2011-12,UHF42,310,4,Lower Manhattan,33.4,44.2,38.9
Winter 2011-12,UHF42,401,4,Long Island City - Astoria,25.8,33.4,29.6
Winter 2011-12,UHF42,402,4,West Queens,25.0,33.1,28.7
Winter 2011-12,UHF42,403,4,Flushing - Clearview,23.3,30.9,26.3
Winter 2011-12,UHF42,404,4,Bayside - Little Neck,23.4,30.9,26.5
Winter 2011-12,UHF42,405,4,Ridgewood - Forest Hills,23.9,32.8,27.9
Winter 2011-12,UHF42,406,4,Fresh Meadows,24.2,30.5,27.3
Winter 2011-12,UHF42,407,4,Southwest Queens,23.6,29.9,26.4
Winter 2011-12,UHF42,408,4,Jamaica,24.5,30.0,26.7
Winter 2011-12,UHF42,409,4,Southeast Queens,23.7,26.9,25.1
Winter 2011-12,UHF42,410,4,Rockaways,19.0,23.8,22.1
Winter 2011-12,UHF42,501,4,Port Richmond,16.9,20.6,18.8
Winter 2011-12,UHF42,502,4,Stapleton - St. George,16.9,22.6,19.6
Winter 2011-12,UHF42,503,4,Willowbrook,15.6,21.9,17.9
Winter 2011-12,UHF42,504,4,South Beach - Tottenville,14.5,17.9,16.1
Winter 2011-12,UHF34,101,3,Kingsbridge - Riverdale,21.4,33.6,26.1
Winter 2011-12,UHF34,102,3,Northeast Bronx,22.1,29.9,25.3
Winter 2011-12,UHF34,103,3,Fordham - Bronx Pk,23.5,35.5,29.4
Winter 2011-12,UHF34,104,3,Pelham - Throgs Neck,22.4,33.3,27.2
Winter 2011-12,UHF34,201,3,Greenpoint,25.8,35.7,30.4
Winter 2011-12,UHF34,202,3,Downtown - Heights - Slope,23.6,37.0,30.0
Winter 2011-12,UHF34,203,3,Bedford Stuyvesant - Crown Heights,25.3,31.1,28.1
Winter 2011-12,UHF34,204,3,East New York,23.8,30.9,27.0
Winter 2011-12,UHF34,205,3,Sunset Park,20.4,31.2,25.3
Winter 2011-12,UHF34,206,3,Borough Park,22.1,27.1,24.5
Winter 2011-12,UHF34,207,3,East Flatbush - Flatbush,22.7,31.3,27.0
Winter 2011-12,UHF34,208,3,Canarsie - Flatlands,20.5,25.5,22.8
Winter 2011-12,UHF34,209,3,Bensonhurst - Bay Ridge,19.4,26.7,22.6
Winter 2011-12,UHF34,210,3,Coney Island - Sheepshead Bay,19.0,24.7,21.7
Winter 2011-12,UHF34,211,3,Williamsburg - Bushwick,26.2,31.0,28.4
Winter 2011-12,UHF34,301,3,Washington Heights,26.7,41.2,34.2
Winter 2011-12,UHF34,302,3,Central Harlem - Morningside Heights,31.4,37.1,34.5
Winter 2011-12,UHF34,303,3,East Harlem,30.7,40.9,35.8
Winter 2011-12,UHF34,304,3,Upper West Side,36.9,57.4,46.5
Winter 2011-12,UHF34,401,3,Long Island City - Astoria,25.8,33.4,29.6
Winter 2011-12,UHF34,402,3,West Queens,25.0,33.1,28.7
Winter 2011-12,UHF34,403,3,Flushing - Clearview,23.3,30.9,26.3
Winter 2011-12,UHF34,405,3,Ridgewood - Forest Hills,23.9,32.8,27.9
Winter 2011-12,UHF34,407,3,Southwest Queens,23.6,29.9,26.4
Winter 2011-12,UHF34,408,3,Jamaica,24.5,30.0,26.7
Winter 2011-12,UHF34,409,3,Southeast Queens,23.7,26.9,25.1
Winter 2011-12,UHF34,410,3,Rockaways,19.0,23.8,22.1
Winter 2011-12,UHF34,305307,3,Upper East Side-Gramercy,37.6,65.5,53.1
Winter 2011-12,UHF34,306308,3,Chelsea-Village  ,35.3,62.1,49.7
Winter 2011-12,UHF34,309310,3,Union Square-Lower Manhattan,29.6,55.2,41.4
Winter 2011-12,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,23.6,30.8,26.8
Winter 2011-12,UHF34,501502,3,Northern SI,16.9,22.0,19.3
Winter 2011-12,UHF34,503504,3,Southern SI,14.7,19.3,16.8
Winter 2011-12,UHF34,105106107,3,South Bronx,24.2,36.5,31.1
Winter 2011-12,Borough,1,1,Bronx,22.5,35.1,28.3
Winter 2011-12,Borough,2,1,Brooklyn,20.7,31.0,25.7
Winter 2011-12,Borough,3,1,Manhattan,30.8,59.2,43.4
Winter 2011-12,Borough,4,1,Queens,23.3,31.2,26.6
Winter 2011-12,Borough,5,1,Staten Island,15.0,20.9,17.5
Winter 2011-12,Citywide,1,0,New York City,16.9,33.6,26.0
Annual Average 2011,CD,101,6,Financial District (CD1),31.2,47.8,38.7
Annual Average 2011,CD,102,6,Greenwich Village and Soho (CD2),36.8,59.2,50.7
Annual Average 2011,CD,103,6,Lower East Side and Chinatown (CD3),26.1,54.9,39.6
Annual Average 2011,CD,104,6,Clinton and Chelsea (CD4),27.7,58.8,42.7
Annual Average 2011,CD,105,6,Midtown (CD5),45.7,65.3,56.0
Annual Average 2011,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),30.5,59.8,48.2
Annual Average 2011,CD,107,6,Upper West Side (CD7),34.1,56.3,44.6
Annual Average 2011,CD,108,6,Upper East Side (CD8),28.1,66.0,50.0
Annual Average 2011,CD,109,6,Morningside Heights and Hamilton Heights (CD9),27.3,37.1,31.9
Annual Average 2011,CD,110,6,Central Harlem (CD10),27.8,34.4,31.4
Annual Average 2011,CD,111,6,East Harlem (CD11),26.8,37.0,31.9
Annual Average 2011,CD,112,6,Washington Heights and Inwood (CD12),21.6,38.0,29.6
Annual Average 2011,CD,201,6,Mott Haven and Melrose (CD1),23.9,30.5,27.0
Annual Average 2011,CD,202,6,Hunts Point and Longwood (CD2),18.9,31.4,24.8
Annual Average 2011,CD,203,6,Morrisania and Crotona (CD3),22.8,28.9,25.8
Annual Average 2011,CD,204,6,Highbridge and Concourse (CD4),25.9,34.0,30.2
Annual Average 2011,CD,205,6,Fordham and University Heights (CD5),26.8,35.2,31.6
Annual Average 2011,CD,206,6,Belmont and East Tremont (CD6),23.8,31.3,27.5
Annual Average 2011,CD,207,6,Kingsbridge Heights and Bedford (CD7),24.2,32.7,28.4
Annual Average 2011,CD,208,6,Riverdale and Fieldston (CD8),16.7,29.1,21.5
Annual Average 2011,CD,209,6,Parkchester and Soundview (CD9),18.5,31.2,24.6
Annual Average 2011,CD,210,6,Throgs Neck and Co-op City (CD10),18.5,29.1,23.1
Annual Average 2011,CD,211,6,Morris Park and Bronxdale (CD11),18.6,26.1,22.0
Annual Average 2011,CD,212,6,Williamsbridge and Baychester (CD12),17.8,24.5,20.9
Annual Average 2011,CD,301,6,Greenpoint and Williamsburg (CD1),22.8,32.2,27.2
Annual Average 2011,CD,302,6,Fort Greene and Brooklyn Heights (CD2),23.9,37.2,29.7
Annual Average 2011,CD,303,6,Bedford Stuyvesant (CD3),23.2,28.1,25.4
Annual Average 2011,CD,304,6,Bushwick (CD4),22.7,29.0,25.8
Annual Average 2011,CD,305,6,East New York and Starrett City (CD5),20.6,28.3,24.0
Annual Average 2011,CD,306,6,Park Slope and Carroll Gardens (CD6),20.1,30.9,25.9
Annual Average 2011,CD,307,6,Sunset Park (CD7),18.5,29.8,24.1
Annual Average 2011,CD,308,6,Crown Heights and Prospect Heights (CD8),25.0,31.4,27.9
Annual Average 2011,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),23.2,29.6,26.8
Annual Average 2011,CD,310,6,Bay Ridge and Dyker Heights (CD10),17.8,27.8,22.2
Annual Average 2011,CD,311,6,Bensonhurst (CD11),19.0,23.7,21.4
Annual Average 2011,CD,312,6,Borough Park (CD12),20.3,25.4,22.6
Annual Average 2011,CD,313,6,Coney Island (CD13),16.8,22.6,19.2
Annual Average 2011,CD,314,6,Flatbush and Midwood (CD14),21.8,29.9,25.2
Annual Average 2011,CD,315,6,Sheepshead Bay (CD15),18.3,24.1,21.0
Annual Average 2011,CD,316,6,Brownsville (CD16),21.9,26.8,24.4
Annual Average 2011,CD,317,6,East Flatbush (CD17),20.4,29.0,24.7
Annual Average 2011,CD,318,6,Flatlands and Canarsie (CD18),18.7,23.4,20.8
Annual Average 2011,CD,401,6,Long Island City and Astoria (CD1),18.8,29.6,24.0
Annual Average 2011,CD,402,6,Woodside and Sunnyside (CD2),22.6,30.3,26.6
Annual Average 2011,CD,403,6,Jackson Heights (CD3),20.6,30.0,24.5
Annual Average 2011,CD,404,6,Elmhurst and Corona (CD4),22.6,30.5,26.4
Annual Average 2011,CD,405,6,Ridgewood and Maspeth (CD5),20.5,27.7,23.7
Annual Average 2011,CD,406,6,Rego Park and Forest Hills (CD6),22.8,32.2,27.3
Annual Average 2011,CD,407,6,Flushing and Whitestone (CD7),19.8,28.1,23.0
Annual Average 2011,CD,408,6,Hillcrest and Fresh Meadows (CD8),21.6,27.6,24.3
Annual Average 2011,CD,409,6,Kew Gardens and Woodhaven (CD9),22.0,27.7,24.6
Annual Average 2011,CD,410,6,South Ozone Park and Howard Beach (CD10),20.5,26.0,22.8
Annual Average 2011,CD,411,6,Bayside and Little Neck (CD11),20.4,27.1,23.2
Annual Average 2011,CD,412,6,Jamaica and Hollis (CD12),21.5,26.8,23.7
Annual Average 2011,CD,413,6,Queens Village (CD13),21.1,24.1,22.4
Annual Average 2011,CD,414,6,Rockaway and Broad Channel (CD14),17.1,22.0,20.3
Annual Average 2011,CD,501,6,St. George and Stapleton (CD1),14.4,20.4,17.3
Annual Average 2011,CD,502,6,South Beach and Willowbrook (CD2),12.5,17.9,15.1
Annual Average 2011,CD,503,6,Tottenville and Great Kills (CD3),10.6,14.6,12.6
Annual Average 2011,UHF42,101,4,Kingsbridge - Riverdale,16.7,29.4,21.6
Annual Average 2011,UHF42,102,4,Northeast Bronx,18.1,25.9,21.3
Annual Average 2011,UHF42,103,4,Fordham - Bronx Pk,19.2,32.0,25.4
Annual Average 2011,UHF42,104,4,Pelham - Throgs Neck,18.7,29.5,23.4
