TimePeriod,GeoType,GeoID,GeoRank,Geography,10th percentile ppb,90th percentile ppb,Mean ppb
Annual Average 2022,CD,101,6,Financial District (CD1),12.6,14.9,13.8
Annual Average 2022,CD,102,6,Greenwich Village and Soho (CD2),13.3,16.5,14.9
Annual Average 2022,CD,103,6,Lower East Side and Chinatown (CD3),10.7,12.7,11.7
Annual Average 2022,CD,104,6,Clinton and Chelsea (CD4),13.8,17.7,15.8
Annual Average 2022,CD,105,6,Midtown (CD5),14.3,17.6,16.0
Annual Average 2022,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),10.3,16.1,14.0
Annual Average 2022,CD,107,6,Upper West Side (CD7),11.3,14.9,13.2
Annual Average 2022,CD,108,6,Upper East Side (CD8),11.4,15.3,13.3
Annual Average 2022,CD,109,6,Morningside Heights and Hamilton Heights (CD9),11.0,15.1,12.7
Annual Average 2022,CD,110,6,Central Harlem (CD10),10.5,12.2,11.2
Annual Average 2022,CD,111,6,East Harlem (CD11),10.9,12.8,12.0
Annual Average 2022,CD,112,6,Washington Heights and Inwood (CD12),8.7,20.2,12.6
Annual Average 2022,CD,201,6,Mott Haven and Melrose (CD1),10.7,21.2,14.6
Annual Average 2022,CD,202,6,Hunts Point and Longwood (CD2),11.9,19.8,15.5
Annual Average 2022,CD,203,6,Morrisania and Crotona (CD3),10.9,13.7,12.1
Annual Average 2022,CD,204,6,Highbridge and Concourse (CD4),10.2,14.1,11.8
Annual Average 2022,CD,205,6,Fordham and University Heights (CD5),9.9,14.3,11.7
Annual Average 2022,CD,206,6,Belmont and East Tremont (CD6),9.3,14.0,11.3
Annual Average 2022,CD,207,6,Kingsbridge Heights and Bedford (CD7),9.8,11.3,10.6
Annual Average 2022,CD,208,6,Riverdale and Fieldston (CD8),7.9,11.0,9.1
Annual Average 2022,CD,209,6,Parkchester and Soundview (CD9),8.9,14.5,11.3
Annual Average 2022,CD,210,6,Throgs Neck and Co-op City (CD10),7.8,12.3,10.1
Annual Average 2022,CD,211,6,Morris Park and Bronxdale (CD11),8.3,12.5,10.0
Annual Average 2022,CD,212,6,Williamsbridge and Baychester (CD12),8.2,10.4,9.2
Annual Average 2022,CD,301,6,Greenpoint and Williamsburg (CD1),13.7,20.8,16.4
Annual Average 2022,CD,302,6,Fort Greene and Brooklyn Heights (CD2),11.6,17.2,14.1
Annual Average 2022,CD,303,6,Bedford Stuyvesant (CD3),10.3,16.9,12.7
Annual Average 2022,CD,304,6,Bushwick (CD4),10.4,18.1,13.2
Annual Average 2022,CD,305,6,East New York and Starrett City (CD5),8.8,14.6,11.4
Annual Average 2022,CD,306,6,Park Slope and Carroll Gardens (CD6),10.4,17.6,13.8
Annual Average 2022,CD,307,6,Sunset Park (CD7),8.7,23.8,14.9
Annual Average 2022,CD,308,6,Crown Heights and Prospect Heights (CD8),11.2,14.2,12.6
Annual Average 2022,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),9.9,11.4,10.6
Annual Average 2022,CD,310,6,Bay Ridge and Dyker Heights (CD10),8.3,12.9,10.1
Annual Average 2022,CD,311,6,Bensonhurst (CD11),8.4,9.8,9.1
Annual Average 2022,CD,312,6,Borough Park (CD12),9.5,11.2,10.3
Annual Average 2022,CD,313,6,Coney Island (CD13),7.9,9.9,9.0
Annual Average 2022,CD,314,6,Flatbush and Midwood (CD14),9.2,11.1,10.0
Annual Average 2022,CD,315,6,Sheepshead Bay (CD15),7.9,9.6,8.8
Annual Average 2022,CD,316,6,Brownsville (CD16),10.2,13.4,11.7
Annual Average 2022,CD,317,6,East Flatbush (CD17),9.0,11.9,10.6
Annual Average 2022,CD,318,6,Flatlands and Canarsie (CD18),7.6,11.1,9.1
Annual Average 2022,CD,401,6,Long Island City and Astoria (CD1),7.9,14.4,11.4
Annual Average 2022,CD,402,6,Woodside and Sunnyside (CD2),12.3,24.0,17.1
Annual Average 2022,CD,403,6,Jackson Heights (CD3),9.0,11.0,9.8
Annual Average 2022,CD,404,6,Elmhurst and Corona (CD4),9.8,12.6,11.2
Annual Average 2022,CD,405,6,Ridgewood and Maspeth (CD5),8.3,19.1,12.9
Annual Average 2022,CD,406,6,Rego Park and Forest Hills (CD6),8.5,12.0,10.0
Annual Average 2022,CD,407,6,Flushing and Whitestone (CD7),8.0,12.0,9.6
Annual Average 2022,CD,408,6,Hillcrest and Fresh Meadows (CD8),8.3,10.7,9.2
Annual Average 2022,CD,409,6,Kew Gardens and Woodhaven (CD9),8.9,12.3,10.4
Annual Average 2022,CD,410,6,South Ozone Park and Howard Beach (CD10),7.9,10.0,8.8
Annual Average 2022,CD,411,6,Bayside and Little Neck (CD11),7.9,10.7,9.0
Annual Average 2022,CD,412,6,Jamaica and Hollis (CD12),8.3,13.6,10.1
Annual Average 2022,CD,413,6,Queens Village (CD13),8.1,12.5,9.7
Annual Average 2022,CD,414,6,Rockaway and Broad Channel (CD14),7.0,9.1,8.0
Annual Average 2022,CD,501,6,St. George and Stapleton (CD1),7.6,9.8,8.6
Annual Average 2022,CD,502,6,South Beach and Willowbrook (CD2),6.7,9.0,7.7
Annual Average 2022,CD,503,6,Tottenville and Great Kills (CD3),6.5,7.4,7.0
Annual Average 2022,UHF42,101,4,Kingsbridge - Riverdale,7.9,11.1,9.2
Annual Average 2022,UHF42,102,4,Northeast Bronx,8.3,11.0,9.4
Annual Average 2022,UHF42,103,4,Fordham - Bronx Pk,8.2,11.2,9.8
Annual Average 2022,UHF42,104,4,Pelham - Throgs Neck,8.1,14.0,10.6
Annual Average 2022,UHF42,105,4,Crotona -Tremont,9.9,14.5,12.0
Annual Average 2022,UHF42,106,4,High Bridge - Morrisania,10.2,14.5,12.0
Annual Average 2022,UHF42,107,4,Hunts Point - Mott Haven,8.3,20.2,14.2
Annual Average 2022,UHF42,201,4,Greenpoint,13.5,19.5,15.9
Annual Average 2022,UHF42,202,4,Downtown - Heights - Slope,10.9,18.0,14.2
Annual Average 2022,UHF42,203,4,Bedford Stuyvesant - Crown Heights,10.3,13.7,11.8
Annual Average 2022,UHF42,204,4,East New York,9.1,14.7,11.7
Annual Average 2022,UHF42,205,4,Sunset Park,8.5,23.7,14.8
Annual Average 2022,UHF42,206,4,Borough Park,9.3,11.1,10.1
Annual Average 2022,UHF42,207,4,East Flatbush - Flatbush,9.1,11.4,10.2
Annual Average 2022,UHF42,208,4,Canarsie - Flatlands,7.6,11.7,9.3
Annual Average 2022,UHF42,209,4,Bensonhurst - Bay Ridge,8.3,11.5,9.4
Annual Average 2022,UHF42,210,4,Coney Island - Sheepshead Bay,8.0,9.7,8.9
Annual Average 2022,UHF42,211,4,Williamsburg - Bushwick,10.6,20.7,14.8
Annual Average 2022,UHF42,301,4,Washington Heights,9.0,18.7,12.4
Annual Average 2022,UHF42,302,4,Central Harlem - Morningside Heights,10.6,13.6,11.9
Annual Average 2022,UHF42,303,4,East Harlem,11.0,12.8,11.9
Annual Average 2022,UHF42,304,4,Upper West Side,11.5,15.0,13.5
Annual Average 2022,UHF42,305,4,Upper East Side,11.4,15.2,13.3
Annual Average 2022,UHF42,306,4,Chelsea - Clinton,14.0,17.7,15.9
Annual Average 2022,UHF42,307,4,Gramercy Park - Murray Hill,13.0,16.6,15.0
Annual Average 2022,UHF42,308,4,Greenwich Village - SoHo,13.0,16.4,14.7
Annual Average 2022,UHF42,309,4,Union Square - Lower East Side,10.4,14.1,11.9
Annual Average 2022,UHF42,310,4,Lower Manhattan,12.3,14.7,13.5
Annual Average 2022,UHF42,401,4,Long Island City - Astoria,10.3,19.2,14.1
Annual Average 2022,UHF42,402,4,West Queens,9.3,22.1,13.6
Annual Average 2022,UHF42,403,4,Flushing - Clearview,8.1,11.7,9.5
Annual Average 2022,UHF42,404,4,Bayside - Little Neck,7.8,10.8,9.1
Annual Average 2022,UHF42,405,4,Ridgewood - Forest Hills,8.3,13.5,10.6
Annual Average 2022,UHF42,406,4,Fresh Meadows,8.1,10.7,9.2
Annual Average 2022,UHF42,407,4,Southwest Queens,8.0,11.2,9.4
Annual Average 2022,UHF42,408,4,Jamaica,8.3,14.0,10.4
Annual Average 2022,UHF42,409,4,Southeast Queens,8.1,10.2,9.2
Annual Average 2022,UHF42,410,4,Rockaways,7.0,9.1,8.0
Annual Average 2022,UHF42,501,4,Port Richmond,7.7,9.8,8.6
Annual Average 2022,UHF42,502,4,Stapleton - St. George,7.2,9.7,8.3
Annual Average 2022,UHF42,503,4,Willowbrook,6.7,9.6,7.8
Annual Average 2022,UHF42,504,4,South Beach - Tottenville,6.5,7.6,7.0
Annual Average 2022,UHF34,101,3,Kingsbridge - Riverdale,7.9,11.1,9.2
Annual Average 2022,UHF34,102,3,Northeast Bronx,8.3,11.0,9.4
Annual Average 2022,UHF34,103,3,Fordham - Bronx Pk,8.2,11.2,9.8
Annual Average 2022,UHF34,104,3,Pelham - Throgs Neck,8.1,14.0,10.6
Annual Average 2022,UHF34,201,3,Greenpoint,13.5,19.5,15.9
Annual Average 2022,UHF34,202,3,Downtown - Heights - Slope,10.9,18.0,14.2
Annual Average 2022,UHF34,203,3,Bedford Stuyvesant - Crown Heights,10.3,13.7,11.8
Annual Average 2022,UHF34,204,3,East New York,9.1,14.7,11.7
Annual Average 2022,UHF34,205,3,Sunset Park,8.5,23.7,14.8
Annual Average 2022,UHF34,206,3,Borough Park,9.3,11.1,10.1
Annual Average 2022,UHF34,207,3,East Flatbush - Flatbush,9.1,11.4,10.2
Annual Average 2022,UHF34,208,3,Canarsie - Flatlands,7.6,11.7,9.3
Annual Average 2022,UHF34,209,3,Bensonhurst - Bay Ridge,8.3,11.5,9.4
Annual Average 2022,UHF34,210,3,Coney Island - Sheepshead Bay,8.0,9.7,8.9
Annual Average 2022,UHF34,211,3,Williamsburg - Bushwick,10.6,20.7,14.8
Annual Average 2022,UHF34,301,3,Washington Heights,9.0,18.7,12.4
Annual Average 2022,UHF34,302,3,Central Harlem - Morningside Heights,10.6,13.6,11.9
Annual Average 2022,UHF34,303,3,East Harlem,11.0,12.8,11.9
Annual Average 2022,UHF34,304,3,Upper West Side,11.5,15.0,13.5
Annual Average 2022,UHF34,401,3,Long Island City - Astoria,10.3,19.2,14.1
Annual Average 2022,UHF34,402,3,West Queens,9.3,22.1,13.6
Annual Average 2022,UHF34,403,3,Flushing - Clearview,8.1,11.7,9.5
Annual Average 2022,UHF34,405,3,Ridgewood - Forest Hills,8.3,13.5,10.6
Annual Average 2022,UHF34,407,3,Southwest Queens,8.0,11.2,9.4
Annual Average 2022,UHF34,408,3,Jamaica,8.3,14.0,10.4
Annual Average 2022,UHF34,409,3,Southeast Queens,8.1,10.2,9.2
Annual Average 2022,UHF34,410,3,Rockaways,7.0,9.1,8.0
Annual Average 2022,UHF34,305307,3,Upper East Side-Gramercy,11.8,16.1,14.1
Annual Average 2022,UHF34,306308,3,Chelsea-Village  ,13.7,17.5,15.5
Annual Average 2022,UHF34,309310,3,Union Square-Lower Manhattan,10.7,14.4,12.4
Annual Average 2022,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,7.9,10.7,9.1
Annual Average 2022,UHF34,501502,3,Northern SI,7.3,9.7,8.4
Annual Average 2022,UHF34,503504,3,Southern SI,6.6,8.1,7.3
Annual Average 2022,UHF34,105106107,3,South Bronx,10.1,17.2,12.9
Annual Average 2022,Borough,1,1,Bronx,8.3,14.4,10.9
Annual Average 2022,Borough,2,1,Brooklyn,8.4,15.7,11.4
Annual Average 2022,Borough,3,1,Manhattan,10.6,16.4,13.3
Annual Average 2022,Borough,4,1,Queens,8.0,13.5,10.3
Annual Average 2022,Borough,5,1,Staten Island,6.6,9.0,7.6
Annual Average 2022,Citywide,1,0,New York City,7.2,14.4,10.3
Summer 2022,CD,101,6,Financial District (CD1),6.4,7.7,7.1
Summer 2022,CD,102,6,Greenwich Village and Soho (CD2),6.8,8.6,7.7
Summer 2022,CD,103,6,Lower East Side and Chinatown (CD3),5.2,6.4,5.8
Summer 2022,CD,104,6,Clinton and Chelsea (CD4),7.0,9.3,8.1
Summer 2022,CD,105,6,Midtown (CD5),7.2,9.1,8.2
Summer 2022,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),5.0,8.2,7.0
Summer 2022,CD,107,6,Upper West Side (CD7),5.6,7.5,6.6
Summer 2022,CD,108,6,Upper East Side (CD8),5.5,7.7,6.6
Summer 2022,CD,109,6,Morningside Heights and Hamilton Heights (CD9),5.3,7.9,6.4
Summer 2022,CD,110,6,Central Harlem (CD10),5.1,6.0,5.4
Summer 2022,CD,111,6,East Harlem (CD11),5.2,6.3,5.8
Summer 2022,CD,112,6,Washington Heights and Inwood (CD12),4.0,9.3,5.9
Summer 2022,CD,201,6,Mott Haven and Melrose (CD1),5.1,10.6,7.1
Summer 2022,CD,202,6,Hunts Point and Longwood (CD2),5.6,9.9,7.5
Summer 2022,CD,203,6,Morrisania and Crotona (CD3),5.1,6.4,5.7
Summer 2022,CD,204,6,Highbridge and Concourse (CD4),4.8,6.7,5.6
Summer 2022,CD,205,6,Fordham and University Heights (CD5),4.6,6.7,5.5
Summer 2022,CD,206,6,Belmont and East Tremont (CD6),4.2,6.4,5.2
Summer 2022,CD,207,6,Kingsbridge Heights and Bedford (CD7),4.5,5.3,4.9
Summer 2022,CD,208,6,Riverdale and Fieldston (CD8),3.5,5.0,4.2
Summer 2022,CD,209,6,Parkchester and Soundview (CD9),4.0,6.8,5.1
Summer 2022,CD,210,6,Throgs Neck and Co-op City (CD10),3.3,5.6,4.4
Summer 2022,CD,211,6,Morris Park and Bronxdale (CD11),3.6,5.8,4.5
Summer 2022,CD,212,6,Williamsbridge and Baychester (CD12),3.6,4.6,4.0
Summer 2022,CD,301,6,Greenpoint and Williamsburg (CD1),6.6,10.6,8.2
Summer 2022,CD,302,6,Fort Greene and Brooklyn Heights (CD2),5.6,8.6,7.0
Summer 2022,CD,303,6,Bedford Stuyvesant (CD3),4.8,8.5,6.1
Summer 2022,CD,304,6,Bushwick (CD4),4.8,9.0,6.3
Summer 2022,CD,305,6,East New York and Starrett City (CD5),3.9,6.9,5.2
Summer 2022,CD,306,6,Park Slope and Carroll Gardens (CD6),5.0,9.1,7.0
Summer 2022,CD,307,6,Sunset Park (CD7),4.1,12.9,7.7
Summer 2022,CD,308,6,Crown Heights and Prospect Heights (CD8),5.3,7.0,6.1
Summer 2022,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),4.7,5.5,5.1
Summer 2022,CD,310,6,Bay Ridge and Dyker Heights (CD10),4.1,6.5,5.0
Summer 2022,CD,311,6,Bensonhurst (CD11),4.1,4.8,4.4
Summer 2022,CD,312,6,Borough Park (CD12),4.6,5.5,5.0
Summer 2022,CD,313,6,Coney Island (CD13),3.8,4.9,4.4
Summer 2022,CD,314,6,Flatbush and Midwood (CD14),4.4,5.4,4.8
Summer 2022,CD,315,6,Sheepshead Bay (CD15),3.7,4.6,4.2
Summer 2022,CD,316,6,Brownsville (CD16),4.7,6.3,5.5
Summer 2022,CD,317,6,East Flatbush (CD17),4.2,5.7,5.0
Summer 2022,CD,318,6,Flatlands and Canarsie (CD18),3.4,5.2,4.2
Summer 2022,CD,401,6,Long Island City and Astoria (CD1),3.5,6.9,5.3
Summer 2022,CD,402,6,Woodside and Sunnyside (CD2),5.7,12.2,8.4
Summer 2022,CD,403,6,Jackson Heights (CD3),3.9,5.0,4.4
Summer 2022,CD,404,6,Elmhurst and Corona (CD4),4.3,5.7,5.0
Summer 2022,CD,405,6,Ridgewood and Maspeth (CD5),3.6,9.5,6.1
Summer 2022,CD,406,6,Rego Park and Forest Hills (CD6),3.6,5.3,4.4
Summer 2022,CD,407,6,Flushing and Whitestone (CD7),3.4,5.4,4.1
Summer 2022,CD,408,6,Hillcrest and Fresh Meadows (CD8),3.5,4.5,3.9
Summer 2022,CD,409,6,Kew Gardens and Woodhaven (CD9),3.8,5.5,4.6
Summer 2022,CD,410,6,South Ozone Park and Howard Beach (CD10),3.3,4.3,3.7
Summer 2022,CD,411,6,Bayside and Little Neck (CD11),3.2,4.4,3.7
Summer 2022,CD,412,6,Jamaica and Hollis (CD12),3.4,6.0,4.3
Summer 2022,CD,413,6,Queens Village (CD13),3.3,5.5,4.1
Summer 2022,CD,414,6,Rockaway and Broad Channel (CD14),3.1,4.0,3.5
Summer 2022,CD,501,6,St. George and Stapleton (CD1),3.9,5.1,4.4
Summer 2022,CD,502,6,South Beach and Willowbrook (CD2),3.4,4.6,3.9
Summer 2022,CD,503,6,Tottenville and Great Kills (CD3),3.3,3.8,3.6
Summer 2022,UHF42,101,4,Kingsbridge - Riverdale,3.5,5.1,4.2
Summer 2022,UHF42,102,4,Northeast Bronx,3.6,4.9,4.1
Summer 2022,UHF42,103,4,Fordham - Bronx Pk,3.6,5.2,4.5
Summer 2022,UHF42,104,4,Pelham - Throgs Neck,3.4,6.5,4.7
Summer 2022,UHF42,105,4,Crotona -Tremont,4.6,6.8,5.6
Summer 2022,UHF42,106,4,High Bridge - Morrisania,4.8,7.0,5.7
Summer 2022,UHF42,107,4,Hunts Point - Mott Haven,3.7,10.1,6.8
Summer 2022,UHF42,201,4,Greenpoint,6.5,9.8,7.8
Summer 2022,UHF42,202,4,Downtown - Heights - Slope,5.3,9.1,7.1
Summer 2022,UHF42,203,4,Bedford Stuyvesant - Crown Heights,4.8,6.7,5.6
Summer 2022,UHF42,204,4,East New York,4.0,6.9,5.4
Summer 2022,UHF42,205,4,Sunset Park,4.1,12.8,7.7
Summer 2022,UHF42,206,4,Borough Park,4.4,5.4,4.9
Summer 2022,UHF42,207,4,East Flatbush - Flatbush,4.3,5.5,4.8
Summer 2022,UHF42,208,4,Canarsie - Flatlands,3.4,5.5,4.3
Summer 2022,UHF42,209,4,Bensonhurst - Bay Ridge,4.0,5.7,4.6
Summer 2022,UHF42,210,4,Coney Island - Sheepshead Bay,3.8,4.7,4.3
Summer 2022,UHF42,211,4,Williamsburg - Bushwick,4.9,10.6,7.2
Summer 2022,UHF42,301,4,Washington Heights,4.1,8.7,5.9
Summer 2022,UHF42,302,4,Central Harlem - Morningside Heights,5.1,6.8,5.8
Summer 2022,UHF42,303,4,East Harlem,5.2,6.2,5.8
Summer 2022,UHF42,304,4,Upper West Side,5.7,7.6,6.8
Summer 2022,UHF42,305,4,Upper East Side,5.5,7.6,6.6
Summer 2022,UHF42,306,4,Chelsea - Clinton,7.1,9.2,8.2
Summer 2022,UHF42,307,4,Gramercy Park - Murray Hill,6.5,8.5,7.6
Summer 2022,UHF42,308,4,Greenwich Village - SoHo,6.6,8.5,7.6
Summer 2022,UHF42,309,4,Union Square - Lower East Side,5.0,7.2,5.9
Summer 2022,UHF42,310,4,Lower Manhattan,6.2,7.7,6.9
Summer 2022,UHF42,401,4,Long Island City - Astoria,4.7,9.7,6.8
Summer 2022,UHF42,402,4,West Queens,4.1,11.0,6.4
Summer 2022,UHF42,403,4,Flushing - Clearview,3.4,5.2,4.1
Summer 2022,UHF42,404,4,Bayside - Little Neck,3.2,4.4,3.7
Summer 2022,UHF42,405,4,Ridgewood - Forest Hills,3.6,6.2,4.8
Summer 2022,UHF42,406,4,Fresh Meadows,3.4,4.5,3.9
Summer 2022,UHF42,407,4,Southwest Queens,3.4,4.9,4.0
Summer 2022,UHF42,408,4,Jamaica,3.4,6.3,4.5
Summer 2022,UHF42,409,4,Southeast Queens,3.3,4.3,3.8
Summer 2022,UHF42,410,4,Rockaways,3.1,4.0,3.5
Summer 2022,UHF42,501,4,Port Richmond,3.9,5.2,4.5
Summer 2022,UHF42,502,4,Stapleton - St. George,3.6,4.9,4.2
Summer 2022,UHF42,503,4,Willowbrook,3.4,4.9,4.0
Summer 2022,UHF42,504,4,South Beach - Tottenville,3.3,3.9,3.6
Summer 2022,UHF34,101,3,Kingsbridge - Riverdale,3.5,5.1,4.2
Summer 2022,UHF34,102,3,Northeast Bronx,3.6,4.9,4.1
Summer 2022,UHF34,103,3,Fordham - Bronx Pk,3.6,5.2,4.5
Summer 2022,UHF34,104,3,Pelham - Throgs Neck,3.4,6.5,4.7
Summer 2022,UHF34,201,3,Greenpoint,6.5,9.8,7.8
Summer 2022,UHF34,202,3,Downtown - Heights - Slope,5.3,9.1,7.1
Summer 2022,UHF34,203,3,Bedford Stuyvesant - Crown Heights,4.8,6.7,5.6
Summer 2022,UHF34,204,3,East New York,4.0,6.9,5.4
Summer 2022,UHF34,205,3,Sunset Park,4.1,12.8,7.7
Summer 2022,UHF34,206,3,Borough Park,4.4,5.4,4.9
Summer 2022,UHF34,207,3,East Flatbush - Flatbush,4.3,5.5,4.8
Summer 2022,UHF34,208,3,Canarsie - Flatlands,3.4,5.5,4.3
Summer 2022,UHF34,209,3,Bensonhurst - Bay Ridge,4.0,5.7,4.6
Summer 2022,UHF34,210,3,Coney Island - Sheepshead Bay,3.8,4.7,4.3
Summer 2022,UHF34,211,3,Williamsburg - Bushwick,4.9,10.6,7.2
Summer 2022,UHF34,301,3,Washington Heights,4.1,8.7,5.9
Summer 2022,UHF34,302,3,Central Harlem - Morningside Heights,5.1,6.8,5.8
Summer 2022,UHF34,303,3,East Harlem,5.2,6.2,5.8
Summer 2022,UHF34,304,3,Upper West Side,5.7,7.6,6.8
Summer 2022,UHF34,401,3,Long Island City - Astoria,4.7,9.7,6.8
Summer 2022,UHF34,402,3,West Queens,4.1,11.0,6.4
Summer 2022,UHF34,403,3,Flushing - Clearview,3.4,5.2,4.1
Summer 2022,UHF34,405,3,Ridgewood - Forest Hills,3.6,6.2,4.8
Summer 2022,UHF34,407,3,Southwest Queens,3.4,4.9,4.0
Summer 2022,UHF34,408,3,Jamaica,3.4,6.3,4.5
Summer 2022,UHF34,409,3,Southeast Queens,3.3,4.3,3.8
Summer 2022,UHF34,410,3,Rockaways,3.1,4.0,3.5
Summer 2022,UHF34,305307,3,Upper East Side-Gramercy,5.7,8.2,7.0
Summer 2022,UHF34,306308,3,Chelsea-Village  ,6.9,9.1,8.0
Summer 2022,UHF34,309310,3,Union Square-Lower Manhattan,5.2,7.4,6.2
Summer 2022,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,3.2,4.5,3.8
Summer 2022,UHF34,501502,3,Northern SI,3.7,5.0,4.3
Summer 2022,UHF34,503504,3,Southern SI,3.3,4.2,3.7
Summer 2022,UHF34,105106107,3,South Bronx,4.7,8.4,6.1
Summer 2022,Borough,1,1,Bronx,3.6,6.8,5.0
Summer 2022,Borough,2,1,Brooklyn,3.9,7.8,5.5
Summer 2022,Borough,3,1,Manhattan,5.1,8.5,6.6
Summer 2022,Borough,4,1,Queens,3.4,6.2,4.5
Summer 2022,Borough,5,1,Staten Island,3.3,4.6,3.9
Summer 2022,Citywide,1,0,New York City,3.4,7.1,4.8
Winter 2021-22,CD,101,6,Financial District (CD1),19.0,21.8,20.5
Winter 2021-22,CD,102,6,Greenwich Village and Soho (CD2),19.9,23.8,21.8
Winter 2021-22,CD,103,6,Lower East Side and Chinatown (CD3),16.6,19.0,17.8
Winter 2021-22,CD,104,6,Clinton and Chelsea (CD4),20.3,25.0,22.7
Winter 2021-22,CD,105,6,Midtown (CD5),20.8,24.3,22.5
Winter 2021-22,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),15.9,22.6,20.2
Winter 2021-22,CD,107,6,Upper West Side (CD7),17.0,21.2,19.2
Winter 2021-22,CD,108,6,Upper East Side (CD8),17.2,21.7,19.5
Winter 2021-22,CD,109,6,Morningside Heights and Hamilton Heights (CD9),16.7,21.5,18.7
Winter 2021-22,CD,110,6,Central Harlem (CD10),16.2,18.3,17.0
Winter 2021-22,CD,111,6,East Harlem (CD11),16.7,19.0,18.0
Winter 2021-22,CD,112,6,Washington Heights and Inwood (CD12),13.8,24.2,17.8
Winter 2021-22,CD,201,6,Mott Haven and Melrose (CD1),16.7,30.9,21.8
Winter 2021-22,CD,202,6,Hunts Point and Longwood (CD2),18.4,29.7,23.6
Winter 2021-22,CD,203,6,Morrisania and Crotona (CD3),16.9,20.2,18.5
Winter 2021-22,CD,204,6,Highbridge and Concourse (CD4),15.7,20.2,17.7
Winter 2021-22,CD,205,6,Fordham and University Heights (CD5),15.3,20.1,17.5
Winter 2021-22,CD,206,6,Belmont and East Tremont (CD6),14.6,20.0,17.1
Winter 2021-22,CD,207,6,Kingsbridge Heights and Bedford (CD7),15.2,17.2,16.2
Winter 2021-22,CD,208,6,Riverdale and Fieldston (CD8),12.8,16.4,14.3
Winter 2021-22,CD,209,6,Parkchester and Soundview (CD9),14.3,21.6,17.3
Winter 2021-22,CD,210,6,Throgs Neck and Co-op City (CD10),12.6,18.7,15.5
Winter 2021-22,CD,211,6,Morris Park and Bronxdale (CD11),13.3,19.3,15.6
Winter 2021-22,CD,212,6,Williamsbridge and Baychester (CD12),13.1,16.0,14.4
Winter 2021-22,CD,301,6,Greenpoint and Williamsburg (CD1),20.7,30.9,24.6
Winter 2021-22,CD,302,6,Fort Greene and Brooklyn Heights (CD2),17.8,24.3,20.9
Winter 2021-22,CD,303,6,Bedford Stuyvesant (CD3),16.2,25.4,19.5
Winter 2021-22,CD,304,6,Bushwick (CD4),16.4,27.6,20.5
Winter 2021-22,CD,305,6,East New York and Starrett City (CD5),14.0,22.2,17.8
Winter 2021-22,CD,306,6,Park Slope and Carroll Gardens (CD6),16.5,26.0,21.2
Winter 2021-22,CD,307,6,Sunset Park (CD7),14.2,34.4,22.5
Winter 2021-22,CD,308,6,Crown Heights and Prospect Heights (CD8),17.5,21.3,19.3
Winter 2021-22,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),15.8,17.7,16.7
Winter 2021-22,CD,310,6,Bay Ridge and Dyker Heights (CD10),13.7,19.1,15.9
Winter 2021-22,CD,311,6,Bensonhurst (CD11),13.8,15.7,14.8
Winter 2021-22,CD,312,6,Borough Park (CD12),15.4,17.7,16.5
Winter 2021-22,CD,313,6,Coney Island (CD13),13.0,15.7,14.4
Winter 2021-22,CD,314,6,Flatbush and Midwood (CD14),14.8,17.4,15.9
Winter 2021-22,CD,315,6,Sheepshead Bay (CD15),12.9,15.1,14.2
Winter 2021-22,CD,316,6,Brownsville (CD16),16.1,20.5,18.1
Winter 2021-22,CD,317,6,East Flatbush (CD17),14.6,18.4,16.7
Winter 2021-22,CD,318,6,Flatlands and Canarsie (CD18),12.4,17.5,14.6
Winter 2021-22,CD,401,6,Long Island City and Astoria (CD1),12.8,21.9,17.6
Winter 2021-22,CD,402,6,Woodside and Sunnyside (CD2),18.7,34.7,25.3
Winter 2021-22,CD,403,6,Jackson Heights (CD3),14.2,16.9,15.3
Winter 2021-22,CD,404,6,Elmhurst and Corona (CD4),15.5,19.1,17.1
Winter 2021-22,CD,405,6,Ridgewood and Maspeth (CD5),13.3,28.7,19.9
Winter 2021-22,CD,406,6,Rego Park and Forest Hills (CD6),13.6,17.6,15.4
Winter 2021-22,CD,407,6,Flushing and Whitestone (CD7),12.9,18.5,15.0
Winter 2021-22,CD,408,6,Hillcrest and Fresh Meadows (CD8),13.2,15.9,14.3
Winter 2021-22,CD,409,6,Kew Gardens and Woodhaven (CD9),14.1,18.6,16.1
Winter 2021-22,CD,410,6,South Ozone Park and Howard Beach (CD10),12.7,15.3,13.8
Winter 2021-22,CD,411,6,Bayside and Little Neck (CD11),12.6,15.6,13.9
Winter 2021-22,CD,412,6,Jamaica and Hollis (CD12),13.1,20.4,15.6
Winter 2021-22,CD,413,6,Queens Village (CD13),12.7,18.8,14.9
Winter 2021-22,CD,414,6,Rockaway and Broad Channel (CD14),11.5,14.1,12.7
Winter 2021-22,CD,501,6,St. George and Stapleton (CD1),12.7,15.6,14.0
Winter 2021-22,CD,502,6,South Beach and Willowbrook (CD2),11.3,14.2,12.6
Winter 2021-22,CD,503,6,Tottenville and Great Kills (CD3),10.6,12.1,11.3
